ts,track_id,class,conf,world_x_ft,world_y_ft
1761746237,1,alien_maggie,0.5335149168968201,2.1680901050567627,-1.363062858581543
1761746237,1,alien_maggie,0.5933244228363037,2.183298110961914,-1.4879153966903687
1761746239,1,alien_maggie,0.32160940766334534,2.1479856967926025,-1.3753949403762817
1761746240,1,alien_maggie,0.2216820865869522,2.160642147064209,-1.3706891536712646
1761746245,3,cutebot,0.5026752948760986,0.8098400235176086,1.1316648721694946
1761746245,3,cutebot,0.5941420197486877,0.8063520789146423,1.127376914024353
1761746245,3,cutebot,0.41128402948379517,0.7920678853988647,1.1051679849624634
1761746246,3,cutebot,0.4525296986103058,0.7885969281196594,1.1010404825210571
1761746246,3,cutebot,0.5035390257835388,0.7991780638694763,1.133984923362732
1761746247,3,cutebot,0.508922815322876,0.7881538271903992,1.123334288597107
1761746247,3,cutebot,0.5379149913787842,0.7842770218849182,1.1232666969299316
1761746248,3,cutebot,0.4938148260116577,0.7846278548240662,1.1126115322113037
1761746248,3,cutebot,0.5188208222389221,0.7863604426383972,1.1156542301177979
1761746248,3,cutebot,0.608478307723999,0.7901738882064819,1.134522795677185
1761746249,3,cutebot,0.6177902221679688,0.7892908453941345,1.1355863809585571
1761746249,3,cutebot,0.5847396850585938,0.7887073755264282,1.1358906030654907
1761746250,3,cutebot,0.5844593048095703,0.8007234930992126,1.14541757106781
1761746250,3,cutebot,0.5903816819190979,0.804407000541687,1.1441818475723267
1761746250,3,cutebot,0.555029034614563,0.7977163791656494,1.1396957635879517
1761746251,3,cutebot,0.585623025894165,0.7940560579299927,1.132871150970459
1761746251,3,cutebot,0.5646578669548035,0.7924197316169739,1.1292115449905396
1761746252,3,cutebot,0.5685081481933594,0.7882669568061829,1.116376280784607
1761746252,3,cutebot,0.607052206993103,0.7858328223228455,1.1080042123794556
1761746253,3,cutebot,0.7285811305046082,0.781486451625824,1.1011708974838257
1761746253,3,cutebot,0.4871755838394165,0.7749655246734619,0.9920478463172913
1761746253,3,cutebot,0.4788091480731964,0.7468917965888977,0.9517028331756592
1761746254,3,cutebot,0.3296705484390259,0.7629786729812622,0.9829143285751343
1761746254,3,cutebot,0.2757774591445923,0.7607323527336121,0.9992725253105164
1761746257,3,cutebot,0.3134942650794983,0.7622328996658325,0.8745831847190857
1761746258,3,cutebot,0.32661697268486023,0.7632176876068115,0.8749014735221863
1761746258,3,cutebot,0.5554683208465576,0.7657257318496704,0.9382144212722778
1761746258,3,cutebot,0.5983582139015198,0.7644119262695312,0.9725066423416138
1761746259,3,cutebot,0.417743980884552,0.7634194493293762,0.9319350719451904
1761746259,3,cutebot,0.4162895083427429,0.7640056014060974,0.9433274865150452
1761746260,3,cutebot,0.5522894859313965,0.7608972191810608,0.9296002984046936
1761746260,3,cutebot,0.37118181586265564,0.7771945595741272,0.9606190323829651
1761746260,3,cutebot,0.37490323185920715,0.7837342619895935,0.9827504754066467
1761746261,3,cutebot,0.30528008937835693,0.7702606916427612,0.944981038570404
1761746262,3,cutebot,0.5538467168807983,0.6690051555633545,1.005326747894287
1761746263,3,cutebot,0.34423649311065674,0.6554616689682007,1.0158448219299316
1761746263,3,cutebot,0.48581981658935547,0.6572489142417908,0.9912423491477966
1761746264,3,cutebot,0.20735566318035126,0.6453795433044434,0.9635903835296631
1761746265,3,cutebot,0.519014298915863,0.6683202981948853,1.1159844398498535
1761746265,3,cutebot,0.6567447781562805,0.6673299074172974,1.1391957998275757
1761746266,3,cutebot,0.7253725528717041,0.6655725836753845,1.1429669857025146
1761746266,3,cutebot,0.6765757203102112,0.6685929894447327,1.152673363685608
1761746266,3,cutebot,0.6752049922943115,0.6664435267448425,1.1415343284606934
1761746267,3,cutebot,0.6818562150001526,0.667614758014679,1.1395708322525024
1761746267,3,cutebot,0.683549702167511,0.6743971109390259,1.1515798568725586
1761746268,3,cutebot,0.764061689376831,0.6718443036079407,1.1372843980789185
1761746268,6,alien_maggie,0.7066956758499146,2.1737775802612305,-1.37680983543396
1761746268,3,cutebot,0.6552555561065674,0.670037567615509,1.1491526365280151
1761746268,6,alien_maggie,0.5914377570152283,2.169279098510742,-1.3682286739349365
1761746268,3,cutebot,0.5517269968986511,0.6683019995689392,1.1607877016067505
1761746269,3,cutebot,0.4391765594482422,0.6750774383544922,1.1604807376861572
1761746269,6,alien_maggie,0.2912360429763794,2.1663331985473633,-1.3483065366744995
1761746269,3,cutebot,0.553455650806427,0.673479437828064,1.1646443605422974
1761746269,6,alien_maggie,0.46339571475982666,2.1642260551452637,-1.3413459062576294
1761746270,3,cutebot,0.630237340927124,0.6698790788650513,1.1594691276550293
1761746270,6,alien_maggie,0.3900749981403351,2.1626968383789062,-1.3417813777923584
1761746270,3,cutebot,0.5555411577224731,0.675085186958313,1.1628384590148926
1761746270,6,alien_maggie,0.37147268652915955,2.1660287380218506,-1.355983018875122
1761746271,3,cutebot,0.6214414238929749,0.6728246808052063,1.1619874238967896
1761746271,6,alien_maggie,0.47471654415130615,2.167506694793701,-1.3656644821166992
1761746271,3,cutebot,0.5975828170776367,0.6732168793678284,1.1754014492034912
1761746271,6,alien_maggie,0.558954119682312,2.1648528575897217,-1.3555285930633545
1761746271,3,cutebot,0.7326827645301819,0.670908510684967,1.1582757234573364
1761746272,3,cutebot,0.7329900860786438,0.6694363355636597,1.1523115634918213
1761746272,3,cutebot,0.6322152614593506,0.6696824431419373,1.1383284330368042
1761746273,3,cutebot,0.6581998467445374,0.6680334210395813,1.1308485269546509
1761746273,3,cutebot,0.6824352741241455,0.6659144759178162,1.1240350008010864
1761746273,3,cutebot,0.5517263412475586,0.6719205975532532,1.124727487564087
1761746274,3,cutebot,0.5903308391571045,0.6733536720275879,1.1217204332351685
1761746274,3,cutebot,0.5100532174110413,0.6723792552947998,1.119594931602478
1761746275,3,cutebot,0.5338911414146423,0.6700570583343506,1.1136807203292847
1761746275,3,cutebot,0.5152577757835388,0.6690549850463867,1.113144040107727
1761746276,3,cutebot,0.5490644574165344,0.6713392734527588,1.1207135915756226
1761746276,3,cutebot,0.5859609246253967,0.6724351048469543,1.1259429454803467
1761746276,3,cutebot,0.6081854104995728,0.6746748089790344,1.122893214225769
1761746277,3,cutebot,0.6340000629425049,0.6740107536315918,1.1229249238967896
1761746277,3,cutebot,0.6180371046066284,0.6741374135017395,1.1193310022354126
1761746278,3,cutebot,0.5782479047775269,0.6718433499336243,1.1277269124984741
1761746278,3,cutebot,0.5391915440559387,0.6695272326469421,1.125213861465454
1761746279,3,cutebot,0.48334091901779175,0.670164942741394,1.1256004571914673
1761746279,3,cutebot,0.5185244083404541,0.6698665618896484,1.1255321502685547
1761746279,3,cutebot,0.5115523934364319,0.6704119443893433,1.124128818511963
1761746280,3,cutebot,0.6099335551261902,0.6711165904998779,1.1182503700256348
1761746280,3,cutebot,0.6240907907485962,0.6704220175743103,1.113065242767334
1761746281,3,cutebot,0.5147628784179688,0.6685377359390259,1.1167221069335938
1761746281,3,cutebot,0.6053816080093384,0.6654441356658936,1.1171855926513672
1761746281,3,cutebot,0.6044291257858276,0.6650997400283813,1.1202595233917236
1761746282,3,cutebot,0.5993773341178894,0.6713566780090332,1.121638298034668
1761746282,3,cutebot,0.5914869904518127,0.6735497117042542,1.119920015335083
1761746283,3,cutebot,0.5690233111381531,0.6718021035194397,1.1216968297958374
1761746283,3,cutebot,0.6070126891136169,0.669857382774353,1.121044635772705
1761746284,3,cutebot,0.5895005464553833,0.6703816652297974,1.1214686632156372
1761746284,3,cutebot,0.5933051705360413,0.6685311198234558,1.1267955303192139
1761746284,3,cutebot,0.5909282565116882,0.6676273345947266,1.129818320274353
1761746285,3,cutebot,0.6283795237541199,0.669971764087677,1.1226966381072998
1761746285,3,cutebot,0.6089847087860107,0.6704907417297363,1.115645170211792
1761746286,3,cutebot,0.6025413274765015,0.6700851321220398,1.1109089851379395
1761746286,3,cutebot,0.47414469718933105,0.6658322811126709,1.1070948839187622
1761746286,3,cutebot,0.532961368560791,0.6659263372421265,1.1091734170913696
1761746287,3,cutebot,0.4756040871143341,0.6673162579536438,1.1132912635803223
1761746287,3,cutebot,0.6084319949150085,0.6701087951660156,1.1226893663406372
1761746287,3,cutebot,0.6305081248283386,0.6698130965232849,1.1225513219833374
1761746288,3,cutebot,0.5313112139701843,0.6695283055305481,1.1063863039016724
1761746289,3,cutebot,0.573737382888794,0.6683847308158875,1.1033222675323486
1761746289,3,cutebot,0.5929790735244751,0.6681308746337891,1.1055984497070312
1761746289,3,cutebot,0.5248535871505737,0.6704539656639099,1.1124837398529053
1761746290,3,cutebot,0.5228532552719116,0.6721118092536926,1.1151020526885986
1761746290,3,cutebot,0.5170890688896179,0.6697871088981628,1.1115702390670776
1761746290,3,cutebot,0.533809244632721,0.6677215695381165,1.1091331243515015
1761746291,3,cutebot,0.4158880412578583,0.669634997844696,1.11064612865448
1761746291,3,cutebot,0.6201460361480713,0.6683049201965332,1.114914894104004
1761746292,3,cutebot,0.5944515466690063,0.667695164680481,1.1159383058547974
1761746292,3,cutebot,0.6061298847198486,0.6672564744949341,1.116355299949646
1761746292,3,cutebot,0.5950396060943604,0.6674059629440308,1.1167056560516357
1761746293,3,cutebot,0.4869803190231323,0.6739397048950195,1.1136058568954468
1761746293,3,cutebot,0.49938514828681946,0.6772651672363281,1.111830711364746
1761746293,3,cutebot,0.48049354553222656,0.6679458618164062,1.098594069480896
1761746294,3,cutebot,0.50295490026474,0.6637873649597168,1.0899678468704224
1761746294,3,cutebot,0.5335391759872437,0.6627433896064758,1.0889601707458496
1761746294,3,cutebot,0.5324358940124512,0.6692374348640442,1.1081410646438599
1761746295,3,cutebot,0.48296546936035156,0.6726794838905334,1.112489104270935
1761746295,3,cutebot,0.4897638261318207,0.6732752323150635,1.1135133504867554
1761746296,3,cutebot,0.4892391562461853,0.6727110743522644,1.1126142740249634
1761746296,3,cutebot,0.533193826675415,0.6719945073127747,1.115429401397705
1761746296,3,cutebot,0.5907449126243591,0.6683717370033264,1.1121505498886108
1761746297,3,cutebot,0.5418118238449097,0.668350875377655,1.1104947328567505
1761746297,3,cutebot,0.595024585723877,0.6695766448974609,1.1120980978012085
1761746298,3,cutebot,0.5678739547729492,0.6689550876617432,1.1149789094924927
1761746298,3,cutebot,0.5520833730697632,0.6678031086921692,1.1161473989486694
1761746298,3,cutebot,0.5991788506507874,0.6693150401115417,1.1202479600906372
1761746299,3,cutebot,0.6630595922470093,0.6690148115158081,1.1217706203460693
1761746299,3,cutebot,0.6555505394935608,0.6686713695526123,1.1208535432815552
1761746300,3,cutebot,0.5802478194236755,0.6765711307525635,1.1174676418304443
1761746300,3,cutebot,0.5713564157485962,0.6802516579627991,1.1183894872665405
1761746300,3,cutebot,0.6487489342689514,0.6763955354690552,1.1229751110076904
1761746301,3,cutebot,0.6016721129417419,0.6731717586517334,1.122085452079773
1761746301,3,cutebot,0.6088089942932129,0.6716046929359436,1.1209369897842407
1761746302,3,cutebot,0.4828569293022156,0.6667859554290771,1.1073782444000244
1761746302,3,cutebot,0.4705982804298401,0.6665725708007812,1.1028192043304443
1761746303,3,cutebot,0.5754817724227905,0.6670330762863159,1.1169383525848389
1761746303,3,cutebot,0.5781003832817078,0.6681244969367981,1.1247549057006836
1761746303,3,cutebot,0.5865699052810669,0.6670113801956177,1.1229552030563354
1761746304,3,cutebot,0.5991107821464539,0.6688475608825684,1.1295593976974487
1761746304,3,cutebot,0.5962627530097961,0.6697937250137329,1.1316906213760376
1761746305,3,cutebot,0.496623694896698,0.671814501285553,1.1315319538116455
1761746305,3,cutebot,0.5682580471038818,0.6722118258476257,1.1337486505508423
1761746305,3,cutebot,0.5483648777008057,0.673083484172821,1.1345322132110596
1761746306,3,cutebot,0.5693160891532898,0.6721919775009155,1.1273623704910278
1761746306,3,cutebot,0.561721682548523,0.6716773509979248,1.1255810260772705
1761746306,3,cutebot,0.5347129702568054,0.672286868095398,1.1262116432189941
1761746307,3,cutebot,0.5457674860954285,0.671847939491272,1.1272304058074951
1761746307,3,cutebot,0.5704984068870544,0.6729187369346619,1.128232479095459
1761746308,3,cutebot,0.5197726488113403,0.6719359755516052,1.1170238256454468
1761746308,3,cutebot,0.5186552405357361,0.6691051125526428,1.1099947690963745
1761746308,3,cutebot,0.5263747572898865,0.668117880821228,1.1064056158065796
1761746309,3,cutebot,0.517822802066803,0.6707807779312134,1.1152684688568115
1761746309,3,cutebot,0.5760639905929565,0.6735567450523376,1.119795322418213
1761746310,3,cutebot,0.6009078621864319,0.6737405061721802,1.1257416009902954
1761746310,3,cutebot,0.5279772281646729,0.6729702949523926,1.1192468404769897
1761746311,3,cutebot,0.5201961994171143,0.6736539602279663,1.117261290550232
1761746311,3,cutebot,0.5237974524497986,0.6689863204956055,1.102188229560852
1761746311,3,cutebot,0.5598453879356384,0.666582465171814,1.0980151891708374
1761746312,3,cutebot,0.5070306658744812,0.6679511666297913,1.104514479637146
1761746312,3,cutebot,0.4758957028388977,0.6677547693252563,1.1092740297317505
1761746313,3,cutebot,0.5497443675994873,0.6696826815605164,1.1222549676895142
1761746313,3,cutebot,0.5322350263595581,0.6692131757736206,1.120111107826233
1761746313,3,cutebot,0.5301754474639893,0.6699532270431519,1.1142230033874512
1761746314,3,cutebot,0.5111075639724731,0.6708810329437256,1.1132737398147583
1761746314,3,cutebot,0.5078945159912109,0.6723252534866333,1.1127269268035889
1761746315,3,cutebot,0.5336496829986572,0.6706036925315857,1.1094342470169067
1761746315,3,cutebot,0.4157726764678955,0.6700121164321899,1.1136844158172607
1761746315,3,cutebot,0.502106249332428,0.6688290238380432,1.1153303384780884
1761746316,3,cutebot,0.4985978603363037,0.6703266501426697,1.1168872117996216
1761746316,3,cutebot,0.5800154209136963,0.6736147999763489,1.1222755908966064
1761746316,3,cutebot,0.6128180623054504,0.6708498597145081,1.1190919876098633
1761746317,3,cutebot,0.6003028750419617,0.6696609854698181,1.1182727813720703
1761746317,3,cutebot,0.6080284714698792,0.6685289144515991,1.1179312467575073
1761746318,3,cutebot,0.6096934080123901,0.6680231094360352,1.1179970502853394
1761746318,3,cutebot,0.6124837398529053,0.6672164797782898,1.1082431077957153
1761746318,3,cutebot,0.6113662123680115,0.6687591075897217,1.116437554359436
1761746319,3,cutebot,0.6161852478981018,0.6704795956611633,1.1192518472671509
1761746319,3,cutebot,0.5566332340240479,0.6728909611701965,1.1240051984786987
1761746320,3,cutebot,0.5965426564216614,0.674282968044281,1.1266506910324097
1761746320,3,cutebot,0.5144426226615906,0.6724297404289246,1.1188446283340454
1761746320,3,cutebot,0.4968871474266052,0.6716763377189636,1.1152912378311157
1761746321,3,cutebot,0.5129525065422058,0.6716985106468201,1.1141653060913086
1761746321,3,cutebot,0.5293466448783875,0.6779202222824097,1.1290205717086792
1761746322,3,cutebot,0.5275508761405945,0.6772129535675049,1.1312397718429565
1761746322,3,cutebot,0.5352458357810974,0.6764826774597168,1.12796151638031
1761746322,3,cutebot,0.5840097665786743,0.6702006459236145,1.1241273880004883
1761746323,3,cutebot,0.5987550616264343,0.6681797504425049,1.1201493740081787
1761746323,3,cutebot,0.6091026663780212,0.6680620908737183,1.1184264421463013
1761746324,3,cutebot,0.5933963060379028,0.6680421829223633,1.117641568183899
1761746324,3,cutebot,0.5682153105735779,0.6692114472389221,1.1152280569076538
1761746324,3,cutebot,0.5830420255661011,0.668630838394165,1.121226191520691
1761746325,3,cutebot,0.5557031035423279,0.6746928691864014,1.1218276023864746
1761746325,3,cutebot,0.5908672213554382,0.6759071350097656,1.1225112676620483
1761746325,3,cutebot,0.6047461628913879,0.6799941062927246,1.1181412935256958
1761746326,3,cutebot,0.5958965420722961,0.680374801158905,1.117026448249817
1761746326,3,cutebot,0.5465475916862488,0.680210292339325,1.1153416633605957
1761746326,3,cutebot,0.5307971835136414,0.6736223697662354,1.1138461828231812
1761746327,3,cutebot,0.5312435030937195,0.6719205379486084,1.1160720586776733
1761746327,3,cutebot,0.4520624279975891,0.6722691059112549,1.1123110055923462
1761746328,3,cutebot,0.5744848847389221,0.672620952129364,1.11491858959198
1761746328,3,cutebot,0.5586555004119873,0.6718812584877014,1.115121841430664
1761746328,3,cutebot,0.5649121403694153,0.6715864539146423,1.11456298828125
1761746329,3,cutebot,0.5639779567718506,0.6710513830184937,1.1142579317092896
1761746329,3,cutebot,0.526315450668335,0.6719546318054199,1.1094855070114136
1761746330,3,cutebot,0.5227737426757812,0.6725723743438721,1.1080374717712402
1761746330,3,cutebot,0.5331929326057434,0.6727821826934814,1.1084529161453247
1761746330,3,cutebot,0.5155162215232849,0.672477126121521,1.1081485748291016
1761746331,3,cutebot,0.5483237504959106,0.6730698943138123,1.121390461921692
1761746331,3,cutebot,0.5713046193122864,0.6728357672691345,1.1253246068954468
1761746331,3,cutebot,0.5866217613220215,0.6736090183258057,1.1281734704971313
1761746332,3,cutebot,0.5408876538276672,0.6700813174247742,1.121933102607727
1761746332,3,cutebot,0.5420788526535034,0.6698371171951294,1.1231358051300049
1761746332,3,cutebot,0.5649796724319458,0.6700842380523682,1.1202735900878906
1761746333,3,cutebot,0.6274837255477905,0.670795738697052,1.1265215873718262
1761746333,3,cutebot,0.6255413293838501,0.6718716025352478,1.1285067796707153
1761746333,3,cutebot,0.6284798383712769,0.6721749901771545,1.1288249492645264
1761746334,3,cutebot,0.6196046471595764,0.6739546060562134,1.131359338760376
1761746334,3,cutebot,0.5923604369163513,0.6730324029922485,1.1262465715408325
1761746334,3,cutebot,0.5909671187400818,0.6728183627128601,1.1233961582183838
1761746335,3,cutebot,0.5953126549720764,0.6722170114517212,1.122503638267517
1761746335,3,cutebot,0.592256486415863,0.6723425388336182,1.1224323511123657
1761746335,3,cutebot,0.6036900281906128,0.6719198822975159,1.123756766319275
1761746336,3,cutebot,0.6024098992347717,0.6735730171203613,1.1232753992080688
1761746336,3,cutebot,0.5769829154014587,0.669382631778717,1.1128545999526978
1761746337,3,cutebot,0.526340663433075,0.6679123044013977,1.1099059581756592
1761746337,3,cutebot,0.6424133777618408,0.6707031726837158,1.1111071109771729
1761746337,3,cutebot,0.6746901869773865,0.6699368953704834,1.110256552696228
1761746338,3,cutebot,0.6691650152206421,0.670677900314331,1.1079704761505127
1761746338,3,cutebot,0.6358476281166077,0.6713365912437439,1.107736349105835
1761746339,3,cutebot,0.6286754608154297,0.6710734367370605,1.1062177419662476
1761746339,3,cutebot,0.4768255054950714,0.6784576177597046,1.1249445676803589
1761746339,3,cutebot,0.4845464825630188,0.6804364919662476,1.1302249431610107
1761746340,3,cutebot,0.4860866367816925,0.6804287433624268,1.1270012855529785
1761746340,3,cutebot,0.590655505657196,0.6756035089492798,1.1082024574279785
1761746340,3,cutebot,0.5791877508163452,0.6714947819709778,1.0996685028076172
1761746341,3,cutebot,0.602104902267456,0.6683921813964844,1.106703519821167
1761746341,3,cutebot,0.6273216605186462,0.6659284234046936,1.1024914979934692
1761746342,3,cutebot,0.6180883049964905,0.6646662950515747,1.1008522510528564
1761746342,3,cutebot,0.6068234443664551,0.6645742058753967,1.1020605564117432
1761746342,3,cutebot,0.5517839193344116,0.6678647994995117,1.1131969690322876
1761746349,8,cutebot,0.30678150057792664,0.9781264066696167,1.2157235145568848
1761746352,8,cutebot,0.2594631016254425,0.979080319404602,1.2174873352050781
1761746353,8,cutebot,0.2208625227212906,0.9790736436843872,1.2237919569015503
1761746353,8,cutebot,0.2185794562101364,0.9793391227722168,1.2208119630813599
1761746355,8,cutebot,0.25666356086730957,0.9798586964607239,1.2200602293014526
1761746360,8,cutebot,0.29140809178352356,0.9764890074729919,1.2114145755767822
1761746361,8,cutebot,0.21917034685611725,0.9755001068115234,1.2122581005096436
1761746361,8,cutebot,0.25584766268730164,0.9753890037536621,1.2132624387741089
1761746364,8,cutebot,0.27412259578704834,0.9793432354927063,1.225867509841919
1761746375,8,cutebot,0.25166216492652893,0.9803125858306885,1.2206134796142578
1761746375,8,cutebot,0.227264404296875,0.9803484678268433,1.2201875448226929
1761746376,8,cutebot,0.24880261719226837,0.9808484315872192,1.2230898141860962
1761746379,8,cutebot,0.40062034130096436,0.9773827791213989,1.2279249429702759
1761746379,8,cutebot,0.3847119212150574,0.9768891930580139,1.2279253005981445
1761746380,8,cutebot,0.3452698886394501,0.977412223815918,1.2291874885559082
1761746380,8,cutebot,0.29233458638191223,0.9758184552192688,1.2172194719314575
1761746381,8,cutebot,0.252101331949234,0.9757272005081177,1.2152132987976074
1761746381,8,cutebot,0.30221498012542725,0.9768983125686646,1.219642996788025
1761746382,8,cutebot,0.33109357953071594,0.978346586227417,1.2198129892349243
1761746382,8,cutebot,0.2849438190460205,0.978625476360321,1.2197073698043823
1761746385,8,cutebot,0.293559193611145,0.9799641966819763,1.2241724729537964
1761746820,1,cutebot,0.5012087225914001,0.8017351031303406,1.156078577041626
